hero_id,InitialStrength,Strengthgain,InitialIntelligence,Intelligencegain,InitialAgility,Agilitygain,avg_hero_damage,avg_tower_damage,avg_hero_healing,avg_assists,avg_deaths,avg_GMP,avg_last_hits,avg_gold_difference,avg_duration,avg_win_rate_percent
40,19,1.9,17,1.8,22,2.8,27762.21594,1542.257971,270.315942,17.94347826,10.37681159,444.4623188,164.8594203,444.4623188,2501.97971,0.47
41,24,2.1,23,2.8,15,1.5,19818.60396,3350.49505,18.48239824,12.04840484,6.682618262,504.239824,237.2370737,504.239824,2430.886689,0.5
42,22,2.8,18,1.6,18,1.7,21854.1398,3559.622682,1329.334522,14.20827389,6.628388017,475.1112696,215.4864479,475.1112696,2337.982882,0.51
43,19,3.1,14,1.4,21,3,22239,2784.268657,35.10447761,10.44776119,8.746268657,433.3731343,179.5820896,433.3731343,2342.358209,0.31
44,21,2.2,23,3.2,15,1.4,28948.08538,3135.615094,32.2759434,11.17877358,7.169339623,555.8108491,276.6863208,555.8108491,2395.148113,0.5
45,19,2,16,1,24,4.5,27194.45114,4644.440554,625.25,13.6009772,8.770358306,433.3534202,155.2369707,433.3534202,2378.688111,0.49
46,19,2.4,23,2.3,20,2,24835.62437,4195.031726,15.73984772,9.681472081,6.069796954,582.1535533,278.9378173,582.1535533,2313.23731,0.48
47,21,2.4,21,2.9,15,1.8,26158.37557,2927.110106,96.05731523,12.52036199,8.116138763,459.7843137,187.1930618,459.7843137,2403.932127,0.44
48,16,2.2,18,3.3,16,1.9,23840.67706,6053.490909,11.03549784,10.80692641,7.403463203,581.9324675,322.6363636,581.9324675,2297.048485,0.48
49,19,3.1,19,2,15,1.7,20018.83648,3877.45283,12.91823899,11.46855346,6.84591195,477.672956,203.7704403,477.672956,2323.827044,0.44
50,18,2.5,25,3.4,21,1.7,10717.93466,578.2613769,7508.220537,16.16569428,9.015169195,297.3430572,59.43523921,297.3430572,2351.214702,0.5
51,26,3.2,13,2.3,17,1.3,21600.47882,462.2375691,295.7955801,16.56906077,8.714548803,340.8821363,80.57090239,340.8821363,2426.473297,0.48
52,18,2.3,22,3,23,1.7,21324.48128,2672.315508,126.171123,12.9144385,10.21925134,425.1925134,173.486631,425.1925134,2399.818182,0.45
53,21,2.6,23,2.9,18,2.4,19461.69593,4760.962602,102.1739837,13.79349593,9.653658537,485.2471545,227.204878,485.2471545,2339.482927,0.37
54,25,3.1,15,1.8,18,1.9,25454.85117,3208.921405,2020.871237,11.79765886,5.994983278,497.5367893,235.5852843,497.5367893,2452.573579,0.46
55,24,3.1,12,1.2,21,2.7,17896.81752,745.4160584,2030.521898,16.31751825,8.204379562,403.2080292,170.3467153,403.2080292,2362.609489,0.47
56,12,1.9,22,2.6,18,1.7,23628.3683,6034.915923,5.099702381,8.022321429,6.810267857,500.0416667,185.2209821,500.0416667,2284.444196,0.51
57,22,3.1,15,1.8,15,1.8,9044.848168,618.1780105,5083.910995,11.94240838,7.623036649,369.3193717,98.35078534,369.3193717,2365.303665,0.39
58,16,1.7,19,1.8,17,3.1,21878.06726,2241.452915,1919.730942,11.39910314,7.64573991,395.6591928,140.6233184,395.6591928,2498.892377,0.45
59,21,2.7,15,1.4,18,1.5,23965.67827,4907.168391,15.17215428,7.393226717,9.036688617,489.1984948,168.028222,489.1984948,2166.515522,0.51
60,23,3.1,13,1.6,18,2.3,14506.80909,1303.572727,515.0363636,16.50909091,7.554545455,362.2545455,104.9818182,362.2545455,2400.927273,0.5
61,18,2.8,15,2.2,18,2,19448.78477,4367.85798,13.42313324,6.874084919,6.032210835,560.682284,230.7437775,560.682284,2139.540264,0.53
62,20,2.5,21,3,19,2,11330.33589,336.0625798,1247.215837,19.68965517,9.086845466,379.6590038,36.34482759,379.6590038,2353.183908,0.48
63,16,1.8,13,1.8,14,3.1,24422.14735,3228.009091,44.53636364,13.07462121,7.034090909,479.9583333,203.4231061,479.9583333,2408.276136,0.47
64,27,2.8,26,2.8,10,1.2,15093.71754,1465.133649,290.2909953,15.80947867,9.745971564,340.678673,86.58104265,340.678673,2414.210427,0.46
65,28,2.9,15,1.5,22,2.5,17584.22137,340.3206107,53.01526718,16.72519084,9.732824427,368.1526718,124.6259542,368.1526718,2490.427481,0.41
66,25,2,15,2.1,19,2.8,8563,1905.897638,5618.811024,14.93700787,7.464566929,307.3385827,65.51968504,307.3385827,2168.889764,0.44
67,21,2.3,23,1.8,16,1.9,33081.40757,2330.409025,39.22707424,17.97307132,7.098981077,503.996361,261.3842795,503.996361,2512.544396,0.52
68,20,1.9,20,2.2,23,2.6,15941.04968,409.7420719,247.654334,19.50105708,8.873150106,347.1606765,51.3012685,347.1606765,2469.396406,0.5
69,26,3.5,11,0.9,15,2.1,19041.64392,885.5117271,103.6055437,14.47974414,8.509594883,448.2302772,131.793177,448.2302772,2408.223881,0.48
70,24,3.3,18,2.1,16,1.5,26765.726,2351.560192,96.63035451,8.95901034,7.294682422,499.504062,184.0395126,499.504062,2360.396603,0.54
71,29,2.7,17,1.7,14,1.8,14642.60609,556.9659803,586.3634736,23.81736795,9.997314235,322.7958818,55.86302596,322.7958818,2353.174575,0.51
72,19,2.1,19,2.8,19,2.1,28455.57796,3375.018817,48.73924731,12.97849462,8.037634409,521.5456989,264.5349462,521.5456989,2393.306452,0.44
73,25,2.1,16,1.2,25,1.8,26360.0983,3039.696597,11.41587902,11.57939509,6.342155009,797.5378072,305.0122873,797.5378072,2279.404537,0.52
74,18,2.4,14,1.9,14,4,27888.84671,3185.218135,63.68691936,12.50873281,6.618914902,507.8920476,207.452434,507.8920476,2412.377369,0.52
75,19,2.7,22,3,25,2.5,15773.93331,748.6149595,226.4830508,18.52063375,9.065585851,337.3434046,67.53463522,337.3434046,2413.035372,0.51
76,19,2.6,24,2,28,2.7,26323.29607,1625.422961,23.0060423,8.214501511,7.302114804,485.652568,205.223565,485.652568,2326.030211,0.35
77,25,3.3,16,1,17,1.4,16585.52134,7750.753049,119.304878,10.75609756,6.493902439,481.6493902,193.2713415,481.6493902,2154.612805,0.52
78,23,3.2,22,2,14,1.6,19200.92178,1873.269556,404.7600423,14.05919662,7.036997886,429.9534884,164.2515856,429.9534884,2356.58351,0.51
79,23,2.6,18,2.2,21,2.7,14683.21542,739.312253,242.1561265,15.8458498,9.361660079,309.2035573,63.7944664,309.2035573,2362.63834,0.47
80,18,2.4,24,2.7,13,1.4,14731.52841,5122.636364,42.75568182,8.9375,5.738636364,465.6875,219.0284091,465.6875,2247.034091,0.39
81,22,3.2,14,2.1,18,1.2,23014.15497,4140.380105,29.45445026,10.56230366,7.027225131,503.9340314,194.2963351,503.9340314,2357.448168,0.57
82,24,1.6,23,1.4,20,1.6,23992.46406,6945.864217,1.965654952,5.831469649,7.409744409,653.2300319,307.9456869,653.2300319,2183.598243,0.56
83,25,3.6,15,2,20,1.8,7418.440835,802.7911833,6087.012374,15.73936582,7.856921887,285.0719258,53.69837587,285.0719258,2361.711524,0.52
84,25,3.5,14,1.6,15,2,13809.23394,416.0867673,363.0918864,16.04658306,8.874072178,330.8477092,50.38008702,330.8477092,2351.823138,0.51
85,22,2.4,10,0.8,27,2.8,10778.49397,482.1470588,2856.721719,19.11161388,9.122171946,318.9027149,65.73227753,318.9027149,2338.928356,0.53
86,21,2,19,2.1,25,2.7,12386.67823,317.321238,390.375667,19.08911419,9.567235859,311.8521878,67.86179296,311.8521878,2407.804696,0.47
87,21,2.4,15,1.4,20,2.5,12375.14797,245.4845528,199.9512195,18.98211382,10.00325203,294.8699187,44.62113821,294.8699187,2424.304065,0.46
88,19,2.3,19,2.2,18,2.1,16551.21672,461.9597523,298.2868937,15.37667699,9.194014448,349.0660475,60.90918473,349.0660475,2420.754386,0.47
89,22,2.8,21,3.2,21,2,12726.8125,1437.725,487.5875,17.7375,7.75,379.1375,153.8,379.1375,2450.5875,0.43
90,16,2.3,15,1.6,23,2.8,13849.62568,331.0723327,4026.061483,15.33815552,7.777576854,367.4629295,141.6130199,367.4629295,2440.106691,0.47
91,17,2.2,14,1.6,23,1.7,9601.44385,668.2406417,11852.4385,17.95721925,9.109625668,299.2754011,55.66042781,299.2754011,2230.120321,0.52
92,24,3.2,11,1.3,22,2.5,19062.0894,6066.567568,197.4303534,11.27027027,6.432432432,472.1081081,146.8752599,472.1081081,2111.372141,0.6
93,21,1.9,16,1.7,21,1.5,22897.33507,3395.836629,4.729448491,11.03850156,7.199791883,506.8480749,222.4099896,506.8480749,2367.566077,0.49
94,15,1.3,19,2.1,22,3.4,25867.875,3987.041667,3.660714286,10.67857143,5.973214286,565.3184524,353.2291667,565.3184524,2454.627976,0.4
95,21,2.5,13,1,21,2.5,20499.26756,5199.043311,33.38691049,11.70452358,7.487969201,523.292589,253.5967276,523.292589,2309.953802,0.45
96,27,4,15,1.6,15,1,18889.87822,2756.878216,17.54259577,17.27101201,7.746140652,431.9399657,177.4865638,431.9399657,2345.513436,0.57
97,23,3.2,19,1.7,15,2.5,13736.86584,898.905804,227.8239772,13.74310181,7.015223597,399.6945766,160.849667,399.6945766,2370.130352,0.45
98,21,2.1,16,1.3,21,2.4,24254.20296,937.4080338,40.05073996,10.88160677,8.078224101,457.217759,189.4397463,457.217759,2310.58351,0.46
99,22,2.2,17,1.8,14,2.8,30132.46823,1995.83871,79.13391984,13.98435973,8.548387097,453.0889541,194.5826002,453.0889541,2421.581623,0.49
100,23,3,23,2.1,18,1.7,14860.51669,376.3701016,595.5428157,18.79825835,9.901306241,351.2830189,57.98113208,351.2830189,2358,0.45
101,21,2,13,0.8,25,3.6,23203.16872,482.9567901,62.04835391,13.11111111,9.257201646,357.4825103,71.91563786,357.4825103,2409.453704,0.49
102,23,2.6,23,1.5,21,2,17805.34727,1409.263666,3774.086817,14.63022508,6.778135048,382.8778135,129.7041801,382.8778135,2285.646302,0.51
103,24,2.6,14,1.8,23,1.6,18953.81818,537.3636364,285.231405,17.20661157,8.190082645,329.4256198,86.96694215,329.4256198,2438.119835,0.48
104,26,2.9,18,1.7,20,2.2,21832.40315,2860.765738,903.3995157,10.79176755,8.148910412,438.3456416,168.4104116,438.3456416,2325.957022,0.47
105,20,2.4,22,1.8,20,1.8,28984.83333,833.6833333,22.63518519,10.0037037,10.46666667,413.5111111,143.5277778,413.5111111,2546.875926,0.47
106,21,3.8,17,1.5,18,2.1,31818.6148,1593.521148,79.50679758,13.96827795,7.160876133,527.526435,259.0271903,527.526435,2475.175227,0.47
107,16,1.7,19,1.6,22,4.2,14248.62418,301.7238562,718.0490196,18.24019608,9.261437908,316.8333333,51.73202614,316.8333333,2423.665033,0.48
108,19,3.2,18,1.8,12,1.3,19915.07174,2069.204348,1595.219565,14.38478261,7.754347826,423.4608696,191.0108696,423.4608696,2415.571739,0.47
109,20,2.4,21,3.5,15,1.7,23481.75075,6842.940941,13.49199199,10.02602603,6.408908909,584.4234234,329.3858859,584.4234234,2346.925425,0.51
110,19,2.5,22,2.9,14,1.3,22351.66677,461.8258915,2834.295175,17.1516332,8.657476776,407.8309859,104.7704525,407.8309859,2378.089002,0.5
111,26,2.6,26,3.1,16,1.9,10178.74738,324.2331839,8578.57997,16.05231689,8.082212257,309.1674141,37.86098655,309.1674141,2325.394619,0.47
112,25,3,24,2.6,15,1.8,12839.58498,324.8530962,3439.357049,15.20619236,8.392621871,362.9341238,72.2397892,362.9341238,2390.153491,0.46
113,25,2.9,12,1.3,17,2.3,33835.30748,3927.362881,7.380886427,11.5567867,6.572022161,642.4473684,290.7825485,642.4473684,2455.16205,0.5
114,19,2.8,20,1.8,22,3.2,25218.42293,2661.735076,29.54024354,11.53430353,8.285714286,487.8209088,209.6542917,487.8209088,2349.530443,0.46
119,17,2.5,18,2.8,16,1.9,14475.70953,462.9533644,418.1059294,15.29180546,9.385742838,329.0453031,49.85876083,329.0453031,2402.852765,0.48
120,20,2,18,3,18,1.6,21844.2834,785.928839,318.659176,13.82646692,8.626716604,453.659176,207.6367041,453.659176,2449.300874,0.4
121,21,2.4,18,1.9,23,3.3,15826.37868,443.4245311,436.9166419,18.02917535,9.177136052,387.0452516,87.92527538,387.0452516,2381.2078,0.5
