hero_id,InitialStrength,Strengthgain,InitialIntelligence,Intelligencegain,InitialAgility,Agilitygain,avg_hero_damage,avg_tower_damage,avg_hero_healing,avg_assists,avg_deaths,avg_GMP,avg_last_hits,avg_gold_difference,avg_duration,avg_win_rate_percent
37,24,3,22,2.7,10,1,22971.30986,1909.098592,3105.788732,15.22535211,10.11267606,353.2253521,101.9577465,353.2253521,2580.253521,0.53
38,23,2.5,16,1.9,18,1.6,21756.58333,2783,241,12,10.5,378.8333333,133.9166667,378.8333333,2693.5,0.41
39,18,2.3,22,2.5,18,2,23760.21,1681.47,43.21,12.64,9.92,405.81,135.75,405.81,2613.4,0.52
40,19,1.9,17,1.8,22,2.8,26214.20732,1253,176,17.41463415,11.2195122,411.6829268,140.6585366,411.6829268,2670.926829,0.45
41,24,2.1,23,2.8,15,1.5,19295.33333,2129.287234,11.70212766,10.55319149,8.90070922,440.1312057,191.7624113,440.1312057,2600.003546,0.48
42,22,2.8,18,1.6,18,1.7,20949.2766,3363.255319,1972.039007,13.4964539,7.843971631,433.1595745,170.2234043,433.1595745,2478.12766,0.56
43,19,3.1,14,1.4,21,3,19536.6,2565.825,59.975,10.375,10.875,359.65,111.675,359.65,2523.525,0.35
44,21,2.2,23,3.2,15,1.4,25757.01178,2015.09555,254.3298429,11.12434555,9.403141361,454.4293194,168.039267,454.4293194,2525.382199,0.55
45,19,2,16,1,24,4.5,23841.95946,2962.432432,657.5405405,12.98648649,10.98648649,388.4189189,120.6081081,388.4189189,2600.351351,0.44
46,19,2.4,23,2.3,20,2,19553.13131,2250.40404,19.23232323,9.363636364,8.797979798,424.3232323,167.3131313,424.3232323,2479.747475,0.39
47,21,2.4,21,2.9,15,1.8,27505.62288,2334.067797,39.9279661,12.48728814,10.14830508,433.3177966,155.1059322,433.3177966,2658.330508,0.47
48,16,2.2,18,3.3,16,1.9,21692.82517,4377.482517,27.84615385,10.88111888,9.979020979,475.3916084,223.9020979,475.3916084,2513.398601,0.54
49,19,3.1,19,2,15,1.7,21659.85714,3006.866071,24.08035714,12.33035714,8.276785714,412.5267857,160.4107143,412.5267857,2640.75,0.5
50,18,2.5,25,3.4,21,1.7,12368.52174,1011.097826,6585.423913,18,10.17391304,324.0543478,76.52173913,324.0543478,2579.315217,0.55
51,26,3.2,13,2.3,17,1.3,26591.73333,592.1333333,191.3333333,18.93333333,11.56666667,375.2333333,102.0666667,375.2333333,2904.5,0.56
52,18,2.3,22,3,23,1.7,22846.4,1958.933333,77.86666667,12.43333333,12.06666667,391.4,130.1,391.4,2532.766667,0.46
53,21,2.6,23,2.9,18,2.4,17710.81935,5080.729032,16.09677419,11.76129032,10.36129032,447.9096774,200.0387097,447.9096774,2494.251613,0.37
54,25,3.1,15,1.8,18,1.9,18311.47619,1494.15873,2084.293651,12.49206349,9.031746032,376.7301587,138.9126984,376.7301587,2575.539683,0.49
55,24,3.1,12,1.2,21,2.7,18532.34,1032.74,709.86,16.72,10.2,381.92,161.56,381.92,2786.18,0.48
56,12,1.9,22,2.6,18,1.7,22407.29448,4222.285276,13.37116564,9.22392638,8.926380368,413.6748466,113.0521472,413.6748466,2519.288344,0.46
57,22,3.1,15,1.8,15,1.8,11353.2,680.075,3255.125,12.7,9.35,361.45,89.175,361.45,2438.1,0.35
58,16,1.7,19,1.8,17,3.1,21940,1480.372263,1835.021898,11.00729927,8.547445255,363.3284672,101.8613139,363.3284672,2725.50365,0.49
59,21,2.7,15,1.4,18,1.5,26467.66822,2280.957944,60.80841121,9.018691589,12.94859813,404.3411215,109.8738318,404.3411215,2558.915888,0.45
60,23,3.1,13,1.6,18,2.3,14686.95455,1657.590909,431.1363636,11.86363636,9.272727273,335.2727273,93.40909091,335.2727273,2463.636364,0.4
61,18,2.8,15,2.2,18,2,18121.01471,3783.455882,49.79411765,6.882352941,9.132352941,450.7647059,162.8823529,450.7647059,2402.529412,0.45
62,20,2.5,21,3,19,2,16175.2987,1219.593074,557.2727273,14.64069264,9.0995671,437.7316017,101.8354978,437.7316017,2588.718615,0.46
63,16,1.8,13,1.8,14,3.1,23153.46281,2669.152893,20.00413223,14.40495868,7.938016529,421.8471074,153.1487603,421.8471074,2577.553719,0.45
64,27,2.8,26,2.8,10,1.2,17585.02083,1242.770833,310.5208333,17.4375,11.375,355.6041667,98.97916667,355.6041667,2595.395833,0.47
65,28,2.9,15,1.5,22,2.5,17798.5,323.7,81,15.6,12.8,349,93.8,349,2974.4,0.5
66,25,2,15,2.1,19,2.8,9827.916667,1068.916667,3796.75,10.91666667,10.58333333,267.3333333,58.33333333,267.3333333,2395.666667,0.25
67,21,2.3,23,1.8,16,1.9,33125.04167,1308.458333,27.98333333,17.11666667,9.175,435.05,189.2083333,435.05,2726.5,0.47
68,20,1.9,20,2.2,23,2.6,18846.76596,565.9148936,208.106383,17.80851064,10.08510638,354.5744681,68.4893617,354.5744681,2653.021277,0.46
69,26,3.5,11,0.9,15,2.1,24532.5,727.5555556,11.11111111,14.61111111,11.77777778,449.8888889,150.3333333,449.8888889,2829.555556,0.5
70,24,3.3,18,2.1,16,1.5,24633.55618,1596.926966,739.2837079,9.359550562,9.188202247,427.3932584,135.3904494,427.3932584,2505.75,0.5
71,29,2.7,17,1.7,14,1.8,21148.6348,853.0906863,335.7573529,21.75,10.0122549,369.502451,83.05882353,369.502451,2595.313725,0.51
72,19,2.1,19,2.8,19,2.1,23720.4918,1522.885246,48.72131148,14.06557377,10.75409836,420.0819672,178.2459016,420.0819672,2780.180328,0.49
73,25,2.1,16,1.2,25,1.8,21532.38739,3179.657658,5.810810811,10.71171171,8.567567568,667.5945946,251.1351351,667.5945946,2622.657658,0.52
74,18,2.4,14,1.9,14,4,25910.92978,1994.126404,27.10674157,12.50842697,7.70505618,425.6039326,134.5758427,425.6039326,2545.103933,0.47
75,19,2.7,22,3,25,2.5,22815.14035,1313.333333,64.30994152,15.98830409,10.40350877,373.0409357,108.0233918,373.0409357,2704.789474,0.45
76,19,2.6,24,2,28,2.7,22655.78723,1138.574468,9.787234043,8.872340426,9.808510638,379.5531915,121.2978723,379.5531915,2610.446809,0.4
77,25,3.3,16,1,17,1.4,15784.05455,3825.090909,927.6363636,11.83636364,9.909090909,393.4909091,154.8727273,393.4909091,2542.290909,0.4
78,23,3.2,22,2,14,1.6,19024.34426,1771.868852,619.6229508,14.06557377,8.229508197,405.9344262,150.6885246,405.9344262,2534.442623,0.6
79,23,2.6,18,2.2,21,2.7,19090.22727,727.2272727,300.2727273,14.13636364,9.045454545,340.1818182,95.45454545,340.1818182,2668.5,0.59
80,18,2.4,24,2.7,13,1.4,12669.9375,2935.84375,187.8125,8.5,9.3125,354.71875,156.4375,354.71875,2436.375,0.28
81,22,3.2,14,2.1,18,1.2,22643.21603,2730.916376,36.82926829,10.77003484,8.588850174,441.7526132,137.7839721,441.7526132,2496.195122,0.53
82,24,1.6,23,1.4,20,1.6,26578.13274,5013.654867,67.4159292,7.088495575,9.14159292,536.619469,202.9823009,536.619469,2395.654867,0.48
83,25,3.6,15,2,20,1.8,9264.603774,619.4339623,5685.679245,15.11320755,8.924528302,315.1320755,94.86792453,315.1320755,2605.037736,0.54
84,25,3.5,14,1.6,15,2,18587.93194,720.7853403,302.2460733,16.90575916,9.554973822,364.6387435,64.03141361,364.6387435,2573.020942,0.54
85,22,2.4,10,0.8,27,2.8,17876.55882,727.6323529,1687.911765,19.05882353,10.30882353,364.6176471,99.73529412,364.6176471,2601.558824,0.52
86,21,2,19,2.1,25,2.7,14764.88235,422.1529412,404.5764706,18.22352941,11.44705882,315.0705882,73.51764706,315.0705882,2576.858824,0.38
87,21,2.4,15,1.4,20,2.5,17955.73171,484.0487805,189.2195122,18.34146341,10.2195122,317.2926829,63.29268293,317.2926829,2752.829268,0.48
88,19,2.3,19,2.2,18,2.1,19349.84058,847.2028986,279.8695652,12.1884058,8.536231884,360.3913043,72.52173913,360.3913043,2655.173913,0.53
89,22,2.8,21,3.2,21,2,13957.70588,1589.588235,107.3529412,15.05882353,7.176470588,401.6470588,177.1764706,401.6470588,2642.941176,0.47
90,16,2.3,15,1.6,23,2.8,15068.2,482.4285714,2357.9,16.91428571,8.2,359.9285714,136.1571429,359.9285714,2713.071429,0.52
91,17,2.2,14,1.6,23,1.7,9818,609.2142857,4824.178571,13.53571429,11.89285714,264.1071429,47.10714286,264.1071429,2312.392857,0.25
92,24,3.2,11,1.3,22,2.5,19193.96296,2867.407407,142.1111111,11.03703704,8.814814815,403.037037,113.4074074,403.037037,2321,0.51
93,21,1.9,16,1.7,21,1.5,21024.91342,2112.489177,5.411255411,10.84415584,9.627705628,428.3463203,145.6926407,428.3463203,2532.251082,0.49
94,15,1.3,19,2.1,22,3.4,23516.58242,3444.197802,20.28571429,11.3956044,7.054945055,489.4175824,251.6043956,489.4175824,2557.318681,0.57
95,21,2.5,13,1,21,2.5,21745.00794,3933.34127,304.1230159,11.61904762,10.15873016,446.1865079,179.0079365,446.1865079,2500.801587,0.48
96,27,4,15,1.6,15,1,24551.56863,2585.323529,14.90196078,17.24509804,9.568627451,399.9803922,152.2745098,399.9803922,2633.029412,0.5
97,23,3.2,19,1.7,15,2.5,18498.75,1848.928571,180.2857143,14.28571429,8.75,395.0714286,142.5714286,395.0714286,2565.714286,0.71
98,21,2.1,16,1.3,21,2.4,21473.36364,796.1060606,77.18181818,11.21212121,9.96969697,369.4848485,123.6515152,369.4848485,2555.590909,0.36
99,22,2.2,17,1.8,14,2.8,33678.44131,1677.699531,36.85680751,15.28169014,9.584507042,424.5446009,153.2183099,424.5446009,2671.406103,0.54
100,23,3,23,2.1,18,1.7,19556.93878,760.5306122,155.5306122,14.48979592,8.87755102,390.1632653,96.97959184,390.1632653,2662.326531,0.57
101,21,2,13,0.8,25,3.6,26354.94643,497.827381,47.97619048,12.58928571,10.57738095,348.7261905,63.35119048,348.7261905,2605.220238,0.47
102,23,2.6,23,1.5,21,2,20632.19231,1956.846154,1697.980769,14.01923077,8.442307692,364.6538462,105.2692308,364.6538462,2471.961538,0.55
103,24,2.6,14,1.8,23,1.6,22088.55556,1080,97.5,16,10.66666667,379.9444444,116.5555556,379.9444444,2583.111111,0.44
104,26,2.9,18,1.7,20,2.2,22932.82222,3095.714815,562.9740741,10.62962963,9.07962963,425.0314815,161.9648148,425.0314815,2585.231481,0.49
105,20,2.4,22,1.8,20,1.8,26605.90244,356.5121951,20.34146341,9.512195122,9.528455285,379.9349593,129.4146341,379.9349593,2789.666667,0.59
106,21,3.8,17,1.5,18,2.1,22276.2963,986.5679012,32.40740741,11.02469136,9.481481481,435.1975309,186.3333333,435.1975309,2553.320988,0.37
107,16,1.7,19,1.6,22,4.2,11309.72222,365.4444444,137.5,12.38888889,9.888888889,294.7777778,59.94444444,294.7777778,2414.833333,0.38
108,19,3.2,18,1.8,12,1.3,22255.83333,1833.166667,1101.944444,17.66666667,9.740740741,392.2777778,149.9814815,392.2777778,2743.203704,0.57
109,20,2.4,21,3.5,15,1.7,23603.11111,4123.233333,27.81111111,10.03333333,10.41111111,464.3,210.2111111,464.3,2616.466667,0.41
110,19,2.5,22,2.9,14,1.3,22593.7973,708.1351351,3602.472973,20.13513514,9.243243243,398.7702703,104.2702703,398.7702703,2668.351351,0.64
111,26,2.6,26,3.1,16,1.9,8733.043478,354.7391304,4049.391304,13.34782609,10,272.2608696,33.95652174,272.2608696,2321.652174,0.3
112,25,3,24,2.6,15,1.8,12680.56522,993.9347826,4135.086957,13.7826087,7.956521739,362.2826087,87.19565217,362.2826087,2581.673913,0.54
113,25,2.9,12,1.3,17,2.3,23677.88889,2180.027778,20.69444444,11.5,9.111111111,463.7222222,167.8611111,463.7222222,2605.25,0.44
114,19,2.8,20,1.8,22,3.2,26055.56575,2113.024465,16.33333333,11.25688073,10.25382263,428.9602446,154.2385321,428.9602446,2603.831804,0.48
119,17,2.5,18,2.8,16,1.9,15652.625,706.6666667,582.8888889,14.93055556,11.41666667,337.3472222,67.41666667,337.3472222,2698.944444,0.4
120,20,2,18,3,18,1.6,20009.53704,826.3888889,111.2407407,13.51851852,9.888888889,393.8148148,159.6296296,393.8148148,2694.759259,0.33
121,21,2.4,18,1.9,23,3.3,19843.91241,717.3065693,220.8175182,15.17518248,10.48905109,395.6642336,102.7153285,395.6642336,2551.627737,0.45
