hero_id,InitialStrength,Strengthgain,InitialIntelligence,Intelligencegain,InitialAgility,Agilitygain,avg_hero_damage,avg_tower_damage,avg_hero_healing,avg_assists,avg_deaths,avg_GMP,avg_last_hits,avg_gold_difference,avg_duration,avg_win_rate_percent
23,24,3.3,18,1.5,14,1.3,25228.66625,1650.859782,90.00125945,13.37615449,8.295549958,461.5558354,214.9622166,461.5558354,2639.542401,0.46
25,20,2,28,3.2,16,1.5,22240.33253,2313.353369,48.81192438,9.670382937,9.763451285,439.2704799,181.5433834,439.2704799,2579.319922,0.4
26,18,2.2,18,3,15,1.5,11594.91842,419.0611829,112.7664854,14.47042828,10.7746431,305.3888511,48.03229096,305.3888511,2605.60605,0.48
27,23,2.3,21,3,16,1.6,13084.79733,3005.651324,171.0343974,15.58797327,11.68794853,330.5382331,82.65652066,330.5382331,2535.720614,0.52
28,21,3.1,15,1.5,17,2.4,14015.24287,936.0635697,59.82966585,15.06927465,9.380603097,353.2379788,112.1825591,353.2379788,2616.92502,0.47
29,22,3.3,16,1.7,15,1.5,17090.60643,715.3755913,935.4985809,17.79091769,8.278145695,343.5950804,110.7615894,343.5950804,2586.786187,0.48
30,18,2.3,22,2.9,13,1.4,16082.45904,689.9239362,3491.312234,14.57978723,10.72180851,332.1,53.21010638,332.1,2581.170745,0.48
31,20,2.1,20,3.6,15,2,18769.2969,683.0327869,557.5112325,17.3047966,9.19914997,337.1523983,62.96114147,337.1523983,2574.360656,0.54
32,18,1.9,14,1.3,30,2.2,25888.56561,769.0076244,26.37660514,13.97913323,8.21288122,390.7193018,94.660313,390.7193018,2643.569422,0.56
33,21,2.5,18,3.4,14,1,20173.04802,1730.381002,276.9665971,15.38622129,8.470772443,421.1764092,174.2139875,421.1764092,2593.150313,0.5
34,17,2.5,28,2.2,13,1.2,41508.67967,165.5104136,86.09093576,12.15459079,7.889703725,499.0642417,234.1988853,499.0642417,2681.579935,0.48
35,17,1.7,15,2.6,21,2.7,31081.78162,2994.339294,12.57335483,13.2926865,8.865308515,492.9380038,244.0458742,492.9380038,2673.710831,0.47
36,18,2.8,20,2.5,12,1.3,26672.27744,1497.218959,4652.757009,13.20907877,8.863551402,431.7380507,163.1220294,431.7380507,2572.692924,0.53
37,24,3,22,2.7,10,1,20432.28852,1736.188609,4722.640523,16.50887021,9.609710551,335.3650794,89.42016807,335.3650794,2578.519141,0.53
38,23,2.5,16,1.9,18,1.6,17254.57764,2344.838509,253.1987578,14.01863354,9.428571429,384.2360248,150.0993789,384.2360248,2589.875776,0.49
39,18,2.3,22,2.5,18,2,25579.92794,1742.505147,83.48161765,12.33308824,8.546323529,439.9058824,173.4617647,439.9058824,2597.535294,0.44
40,19,1.9,17,1.8,22,2.8,26980.88046,1182.635674,189.5,18.44212524,10.94212524,408.0616698,141.6850095,408.0616698,2689.695446,0.49
41,24,2.1,23,2.8,15,1.5,21243.22412,2824.237484,14.83302752,10.8982962,7.862647444,487.093578,236.4057667,487.093578,2602.164875,0.48
42,22,2.8,18,1.6,18,1.7,22234.46715,3468.211858,1882.359517,14.31835347,6.947507553,456.4146526,210.2518882,456.4146526,2541.463369,0.52
43,19,3.1,14,1.4,21,3,23808.57295,2704.498221,101.8967972,12.49822064,10.19928826,396.6761566,143.7686833,396.6761566,2595.466192,0.39
44,21,2.2,23,3.2,15,1.4,28732.6681,2462.745399,95.37515337,11.07055215,8.503374233,504.129908,232.3633436,504.129908,2544.306288,0.51
45,19,2,16,1,24,4.5,23647.97826,3195.471344,756.2144269,14.05731225,10.20849802,379.4258893,124.5434783,379.4258893,2567.91502,0.45
46,19,2.4,23,2.3,20,2,22932.19814,3188.74867,30.61569149,10.67154255,7.64893617,484.8577128,221.8417553,484.8577128,2504.589096,0.44
47,21,2.4,21,2.9,15,1.8,26834.87057,2611.296752,55.74360236,13.46555118,9.261318898,435.996063,173.5127953,435.996063,2608.054134,0.45
48,16,2.2,18,3.3,16,1.9,23589.72481,5289.734496,9.329457364,11.35723514,8.583979328,530.2622739,283.2997416,530.2622739,2475.851421,0.5
49,19,3.1,19,2,15,1.7,22061.56648,3699.288477,13.44238517,12.1813054,7.50443191,451.9661563,191.6655923,451.9661563,2549.498791,0.51
50,18,2.5,25,3.4,21,1.7,11202.12694,784.9269406,7265.152511,17.38630137,9.867579909,302.9990868,63.83196347,302.9990868,2509.677626,0.5
51,26,3.2,13,2.3,17,1.3,24467.55397,534.9095238,181.552381,17.23492063,9.211111111,349.815873,92.71269841,349.815873,2679.865079,0.48
52,18,2.3,22,3,23,1.7,20511.25,2392.995536,51.875,12.83035714,10.99553571,392.8616071,149.4821429,392.8616071,2527.321429,0.4
53,21,2.6,23,2.9,18,2.4,19829.42471,5181.701158,37.68880309,12.71196911,9.961389961,503.8718147,259.1683398,503.8718147,2541.880309,0.42
54,25,3.1,15,1.8,18,1.9,21801.70287,2050.435997,1976.796742,11.26609775,7.560899922,429.4802172,187.3545384,429.4802172,2521.586501,0.42
55,24,3.1,12,1.2,21,2.7,18882.45961,653.8833034,1509.861759,17.30879713,8.903052065,376.4219031,156.4631957,376.4219031,2585.035907,0.45
56,12,1.9,22,2.6,18,1.7,23825.86135,5040.882209,8.035173824,8.755419223,8.114110429,448.7783231,149.9750511,448.7783231,2505.474438,0.48
57,22,3.1,15,1.8,15,1.8,10145.99684,808.2246835,4830.560127,13.4414557,8.340189873,351.0617089,86.91613924,351.0617089,2504.568038,0.49
58,16,1.7,19,1.8,17,3.1,21291.44138,1783.095172,2036.194483,10.89517241,7.569655172,371.7448276,114.2137931,371.7448276,2599.44,0.48
59,21,2.7,15,1.4,18,1.5,26710.34686,3151.190037,54.56211562,8.527675277,11.52644526,433.5621156,136.2152522,433.5621156,2443.570111,0.47
60,23,3.1,13,1.6,18,2.3,15518.63501,1827.486647,341.4035608,14.91394659,8.059347181,372.2997033,123.7477745,372.2997033,2559.694362,0.51
61,18,2.8,15,2.2,18,2,19447.40223,4076.955485,62.62480127,6.553259141,7.847376789,515.3116057,195.3100159,515.3116057,2262.937997,0.51
62,20,2.5,21,3,19,2,12206.19458,649.295935,750.7913279,17.20487805,9.256368564,398.3181572,67.4303523,398.3181572,2533.766938,0.45
63,16,1.8,13,1.8,14,3.1,25616.8635,3347.788476,17.74980665,13.81825213,7.278422274,462.479505,192.1071152,462.479505,2599.96365,0.49
64,27,2.8,26,2.8,10,1.2,15658.41057,1524.033537,528.4339431,16.56402439,10.40345528,332.5111789,84.39227642,332.5111789,2576.402439,0.51
65,28,2.9,15,1.5,22,2.5,15387.10843,362.0542169,64.11445783,16.25301205,10.5060241,336.3915663,91.72289157,336.3915663,2572.060241,0.52
66,25,2,15,2.1,19,2.8,9490.394737,1707.881579,6455.394737,15.56578947,9.657894737,303.7763158,73.44736842,303.7763158,2602.855263,0.47
67,21,2.3,23,1.8,16,1.9,34440.48608,1804.750211,20.98565401,17.82236287,7.905485232,470.0949367,233.7852321,470.0949367,2699.305485,0.53
68,20,1.9,20,2.2,23,2.6,17452.41757,449.8460251,228.0251046,19.96569038,9.192468619,336.8259414,50.18828452,336.8259414,2609.355649,0.55
69,26,3.5,11,0.9,15,2.1,20615.73266,1009.786802,148.5600677,12.7749577,8.847715736,452.680203,152.3519459,452.680203,2605.896785,0.44
70,24,3.3,18,2.1,16,1.5,28078.38701,2043.491918,475.4120159,9.230253126,7.960048795,476.6267155,168.0454407,476.6267155,2499.733455,0.54
71,29,2.7,17,1.7,14,1.8,18183.89978,796.4764838,452.243841,23.60890258,9.994120941,351.3023516,75.1531355,351.3023516,2562.3771,0.53
72,19,2.1,19,2.8,19,2.1,26011.88702,2114.045531,20.32546374,13.9376054,9.930860034,453.0489039,218.7403035,453.0489039,2662.062395,0.42
73,25,2.1,16,1.2,25,1.8,25256.40529,3476.757709,13.37759597,11.53555695,7.684707363,730.0799245,278.6337319,730.0799245,2501.024544,0.49
74,18,2.4,14,1.9,14,4,27479.98125,2739.225125,37.63788013,13.07602598,7.432388544,467.2534691,177.6873339,467.2534691,2581.932979,0.51
75,19,2.7,22,3,25,2.5,19267.94305,1185.910503,105.3572485,17.8816568,9.663461538,359.3938609,94.99852071,359.3938609,2613.679734,0.51
76,19,2.6,24,2,28,2.7,27203.00714,1582.352857,36.45142857,9.198571429,8.637142857,442.2685714,177.1357143,442.2685714,2594.288571,0.42
77,25,3.3,16,1,17,1.4,14666.6749,4953.516461,448.2283951,10.44444444,7.537037037,419.2839506,171.0740741,419.2839506,2324.012346,0.44
78,23,3.2,22,2,14,1.6,19425.19753,1837.530864,582.9835391,13.79423868,7.718792867,410.4581619,161.60631,410.4581619,2521.54321,0.49
79,23,2.6,18,2.2,21,2.7,15424.26398,664.757764,309.2298137,16.17080745,10,307.3167702,69.77329193,307.3167702,2574.754658,0.48
80,18,2.4,24,2.7,13,1.4,13216.94357,2647.507837,99.31347962,8.410658307,7.141065831,408.1786834,208.6238245,408.1786834,2441.783699,0.27
81,22,3.2,14,2.1,18,1.2,25715.14286,3706.38665,18.82376882,10.5970696,7.858363858,485.5555556,181.4354904,485.5555556,2565.973545,0.57
82,24,1.6,23,1.4,20,1.6,26389.15768,6023.220747,25.26473029,6.843153527,8.101244813,594.8630705,253.6232365,594.8630705,2329.621577,0.56
83,25,3.6,15,2,20,1.8,7411.099133,592.6369269,6218.469641,15.03841388,7.895910781,292.4436183,70.36555143,292.4436183,2508.490706,0.5
84,25,3.5,14,1.6,15,2,15542.85675,498.287768,448.4047919,17.05977301,9.501891551,337.0802018,56.54703657,337.0802018,2557.204792,0.52
85,22,2.4,10,0.8,27,2.8,14132.89739,611.4153094,2454.893322,19.9242671,9.945439739,332.1921824,84.66693811,332.1921824,2566.53013,0.51
86,21,2,19,2.1,25,2.7,12057.13586,349.9613793,360.6027586,19.20068966,10.60896552,299.32,66.59655172,299.32,2605.76,0.45
87,21,2.4,15,1.4,20,2.5,13899.80896,344.8063241,325.0724638,18.98682477,10.73386034,298.5744401,49.49670619,298.5744401,2546.708827,0.47
88,19,2.3,19,2.2,18,2.1,19373.4538,602.8900585,225.594152,14.10760234,9.161403509,363.277193,69.19532164,363.277193,2632.126316,0.48
89,22,2.8,21,3.2,21,2,12835.64706,1867.076471,259.7823529,13.44117647,8.352941176,389.5823529,189.6235294,389.5823529,2608.094118,0.37
90,16,2.3,15,1.6,23,2.8,14145.14286,359.2632171,2969.424072,15.89313836,8.547806524,345.4330709,124.5928009,345.4330709,2612.596175,0.48
91,17,2.2,14,1.6,23,1.7,8122.037288,543.0169492,9512.447458,16.98644068,10.14237288,268.8135593,41.60338983,268.8135593,2451.122034,0.42
92,24,3.2,11,1.3,22,2.5,20650.60664,4581.962085,143.3886256,12.11848341,7.900473934,426.6682464,127.8720379,426.6682464,2333.677725,0.56
93,21,1.9,16,1.7,21,1.5,22340.39323,2664.264783,8.825558476,11.08212878,8.663929041,461.338042,186.5886991,461.338042,2547.954665,0.48
94,15,1.3,19,2.1,22,3.4,25891.73271,3767.283605,8.874125874,11.15306915,6.498834499,529.2991453,311.3745144,529.2991453,2578.440559,0.46
95,21,2.5,13,1,21,2.5,21128.78287,4584.896534,166.7059123,11.5922528,8.866462793,481.9678899,221.6962283,481.9678899,2497.609582,0.49
96,27,4,15,1.6,15,1,22297.20457,2894.230686,25.98150163,18.07616975,8.478781284,416.6131665,170.6164309,416.6131665,2562.916757,0.56
97,23,3.2,19,1.7,15,2.5,15237.96568,1119.105263,133.0583524,13.61670481,7.908466819,389.5423341,156.6453089,389.5423341,2548.860412,0.48
98,21,2.1,16,1.3,21,2.4,24965.20049,798.4799514,26.11178615,12.36573512,9.309842041,415.3535844,164.1773998,415.3535844,2550.676792,0.43
99,22,2.2,17,1.8,14,2.8,32219.3097,1756.483558,31.80862534,15.14097035,9.020215633,425.6773585,172.0590296,425.6773585,2602.087332,0.5
100,23,3,23,2.1,18,1.7,18076.31663,640.738041,359.3507973,16.63439636,9.930523918,376.3599089,86.09567198,376.3599089,2574.425968,0.44
101,21,2,13,0.8,25,3.6,25531.94536,483.653309,73.84517304,13.51973285,10.13721919,347.1256831,66.90771099,347.1256831,2632.956284,0.5
102,23,2.6,23,1.5,21,2,21298.02113,1900.294014,2332.806338,15.29049296,7.322183099,389.3767606,143.4735915,389.3767606,2565.221831,0.53
103,24,2.6,14,1.8,23,1.6,20500.66389,675.2611111,310.6527778,18.03333333,8.8,338.925,95.50555556,338.925,2745.144444,0.5
104,26,2.9,18,1.7,20,2.2,23006.71005,2978.024921,618.6780063,10.86234177,8.702136076,433.5029668,181.6979826,433.5029668,2556.766812,0.46
105,20,2.4,22,1.8,20,1.8,30487.04077,568.1167066,19.35971223,9.833733014,9.978417266,405.4724221,147.2134293,405.4724221,2822.876099,0.45
106,21,3.8,17,1.5,18,2.1,30889.99875,1580.075,47.95,13.65125,7.99125,502.568125,243.435,502.568125,2622.74125,0.48
107,16,1.7,19,1.6,22,4.2,12840.82332,349.3038869,542.4240283,16.58303887,9.681978799,303.4876325,49.93992933,303.4876325,2493.183746,0.45
108,19,3.2,18,1.8,12,1.3,21685.86202,1860.221311,1376.702186,15.88251366,8.674863388,394.7827869,156.9521858,394.7827869,2551.651639,0.5
109,20,2.4,21,3.5,15,1.7,23016.35665,5660.76864,24.42890085,10.24289008,7.945426595,522.7640277,275.2290546,522.7640277,2505.10146,0.52
110,19,2.5,22,2.9,14,1.3,23075.77746,576.608154,2879.526048,18.46659117,8.968289921,397.4994337,99.18686297,397.4994337,2564.616082,0.53
111,26,2.6,26,3.1,16,1.9,10454.03492,460.4698413,7885.069841,17.20952381,9.453968254,310.1238095,40.61904762,310.1238095,2509.174603,0.45
112,25,3,24,2.6,15,1.8,12673.07307,533.8402923,4237.559499,15.66492693,8.989561587,356.0605428,78.06471816,356.0605428,2626.812109,0.47
113,25,2.9,12,1.3,17,2.3,32691.24419,3579.071705,24.0503876,11.65503876,7.618217054,596.4050388,259.996124,596.4050388,2652.478682,0.45
114,19,2.8,20,1.8,22,3.2,26230.82656,2219.774222,17.79425837,11.13995215,9.526614833,452.6785287,188.9853469,452.6785287,2558.816687,0.43
119,17,2.5,18,2.8,16,1.9,13940.94538,580.5092437,508.7176471,15.68403361,10.5,322.4512605,56.02941176,322.4512605,2580.944538,0.44
120,20,2,18,3,18,1.6,22109.42661,1084.695719,101.1651376,13.87614679,9.397553517,444.970948,204.6253823,444.970948,2606.707951,0.44
121,21,2.4,18,1.9,23,3.3,17909.6868,541.842132,363.9832487,17.24365482,10.18527919,388.2111675,98.48730964,388.2111675,2591.029442,0.47
